#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-01T19:28:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c7987698e15 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/AJ/140/631&tab:{J/AJ/140/631/catalog}&key:source=J/AJ/140/631&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/140/631/catalog
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=F225W
#-out=F275W
#-out=F336W
#-out=F435W
#-out=F606W
#-out=F625W
#-out=F658N
#-out=F814W
#

#RESOURCE=yCat_51400631
#Name: J/AJ/140/631
#Title: HST WFC3/UVIS photometry of omega Cen core (Bellini+, 2010)
#Coosys J2000_2003.290: eq_FK5 J2000    
#Table J_AJ_140_631_catalog:
#Name: J/AJ/140/631/catalog
#Title: Astrometric and photometric parameters for 32514 objects (Table 3 of the paper)
#---Details of Columns:
    Seq           (I5)    [1/32514] Star sequential number [ucd=meta.record]
    RAJ2000 (deg) (F11.7) Right ascension (J2000, Epoch J2003.29) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F11.7) Declination (J2000, Epoch J2003.29) [ucd=pos.eq.dec;meta.main]
    F225W (mag)   (F6.3)  HST F225W Vega-mag magnitude [ucd=phot.mag;em.UV]
    F275W (mag)   (F6.3)  HST F275W Vega-mag magnitude [ucd=phot.mag;em.UV.200-300nm]
    F336W (mag)   (F6.3)  HST F336W Vega-mag magnitude [ucd=phot.mag;em.opt.U]
    F435W (mag)   (F6.3)  HST F435W Vega-mag magnitude [ucd=phot.mag;em.opt.B]
    F606W (mag)   (F6.3)  HST F606W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F625W (mag)   (F6.3)  HST F625W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F658N (mag)   (F6.3)  HST F658N Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F814W (mag)   (F6.3)  HST F814W Vega-mag magnitude [ucd=phot.mag;em.opt.I]
----- ----------- ----------- ------ ------ ------ ------ ------ ------ ------ ------
31467 201.7253199 -47.4781016 20.461 19.673 18.934 18.973 18.285 18.079 17.881 17.720
31468 201.7239712 -47.4718194 22.960 21.777 20.744 20.680 19.776 19.582 19.357 19.099
31469 201.7254571 -47.4785163 23.364 22.144 20.801 20.694 19.754 19.497 19.279 19.036
31470 201.7248610 -47.4757905 22.274 21.262 20.288 20.267 19.416 19.215 18.992 18.775
31471 201.7245158 -47.4742031 24.249 22.787 21.361 21.213 20.154 19.961 19.707 19.413
31472 201.7275498 -47.4879427 22.615 21.438 20.374 20.324 19.434 19.190 18.947 18.782
31473 201.7282166 -47.4908620 23.595 22.153 20.927 20.877 19.934 19.704 19.460 19.242
31474 201.7273920 -47.4870642 22.032 21.032 20.054 20.157 19.311 19.112 18.902 18.665
31475 201.7228995 -47.4663734 24.806 23.311 21.818 21.528 20.552 20.174 19.941 19.711
31476 201.7281795 -47.4904886 21.748 20.800 19.933 19.889 19.063 18.858 18.640 18.444
31477 201.7276028 -47.4878879 23.709 22.306 21.159 21.045 20.080 19.855 19.624 19.383
31478 201.7253093 -47.4773084 24.409 22.961 21.402 21.266 20.249 19.994 19.752 19.502
31479 201.7282719 -47.4908978 23.436 22.198 20.922 20.886 19.917 19.692 19.480 19.213
31480 201.7262608 -47.4816717 21.652 20.733 19.925 19.988 19.210 19.008 18.799 18.608
31481 201.7225382 -47.4645094 23.863 22.632 21.132 20.859 19.934 19.672 19.422 19.198
31482 201.7267506 -47.4838112 21.248 20.339 19.447 19.462 18.688 18.470 18.274 18.088
31483 201.7274741 -47.4868933 21.550 20.600 19.730 19.792 18.981 18.796 18.598 18.368
31484 201.7250578 -47.4757006 23.187 22.043 20.977 20.865 19.948 19.755 19.539 19.293
31485 201.7246422 -47.4736435 24.714 23.252 21.905 21.588 20.542 20.312 20.069 19.804
31486 201.7259617 -47.4795945 21.344 20.464 19.596 19.621 18.852 18.654 18.433 18.244
31487 201.7288833 -47.4927272 21.775 20.779 19.716 19.731 18.873 18.657 18.454 18.247
31488 201.7264551 -47.4814224 20.299 19.499 18.756 18.789 18.078 17.906 17.709 17.515
31489 201.7263270 -47.4807987 23.876 22.585 21.236 21.112 20.113 19.874 19.640 19.395
31490 201.7256303 -47.4775961 22.489 21.448 20.381 20.402 19.535 19.319 19.105 18.888
31491 201.7221675 -47.4616336 20.010 19.210 18.464 18.444 17.721 17.529 17.343 17.149
31492 201.7274449 -47.4856862 23.509 22.324 20.975 20.943 19.985 19.742 19.525 19.278
31493 201.7268589 -47.4829468 25.178 23.636 22.158 21.818 20.690 20.428 20.190 19.927
31494 201.7259605 -47.4787486 22.087 21.150 20.184 20.227 19.408 19.200 18.969 18.757
31495 201.7223992 -47.4622568 24.432 23.027 21.647 21.342 20.331 20.062 19.844 19.606
31496 201.7232347 -47.4659312 20.720 19.892 19.142 19.175 18.455 18.271 18.074 17.882
31497 201.7284729 -47.4897069 22.247 21.204 20.233 20.154 19.317 19.100 18.895 18.705
31498 201.7245607 -47.4717620 22.222 21.181 20.214 20.237 19.434 19.210 19.004 18.793
31499 201.7241381 -47.4698156 21.095 20.240 19.397 19.414 18.643 18.489 18.291 18.044
31500 201.7261937 -47.4787066 22.730 21.599 20.626 20.568 19.707 19.524 19.304 19.087
31501 201.7278382 -47.4861232 21.960 20.978 20.014 20.100 19.272 19.062 18.866 18.639
31502 201.7275325 -47.4846419 24.938 23.685 22.244 21.855 20.669 20.389 20.165 19.927
31503 201.7246200 -47.4712440 21.933 21.007 20.039 20.122 19.326 19.071 18.909 18.686
31504 201.7276648 -47.4851676 22.355 21.327 20.449 20.467 19.649 19.421 19.206 19.005
31505 201.7273991 -47.4839536 24.580 23.254 21.565 21.362 20.322 20.066 19.828 19.560
31506 201.7226737 -47.4619533 22.238 21.263 20.213 20.278 19.428 19.223 19.037 18.769
31507 201.7285422 -47.4889276 22.300 21.259 20.314 20.271 19.423 19.222 18.997 18.808
31508 201.7291747 -47.4917767 21.230 20.338 19.508 19.525 18.759 18.561 18.367 18.157
31509 201.7281009 -47.4868058 22.240 21.297 20.291 20.349 19.494 19.267 19.033 18.830
31510 201.7258547 -47.4763716 21.170 20.319 19.529 19.598 18.867 18.669 18.452 18.282
31511 201.7241100 -47.4683116 22.286 21.328 20.330 20.240 19.460 19.226 19.020 18.856
31512 201.7246725 -47.4707879 20.377 19.562 18.826 18.840 18.160 17.954 17.748 17.590
31513 201.7252503 -47.4733744 24.077 22.679 21.260 21.122 20.164 19.907 19.663 19.425
31514 201.7243556 -47.4691645 24.445 23.005 21.633 21.382 20.360 20.162 19.947 19.670
31515 201.7276824 -47.4843810 21.730 20.801 19.948 20.008 19.204 18.999 18.795 18.580
31516 201.7277344 -47.4844307 23.352 22.043 20.774 20.713 19.738 19.515 19.279 19.043
31517 201.7266022 -47.4789411 17.510 17.441 17.802 19.136 19.316 19.270 19.202 19.465
31518 201.7246763 -47.4699928 20.727 19.861 19.030 19.039 18.271 18.038 17.872 17.668
31519 201.7293024 -47.4910826 20.322 19.529 18.780 18.807 18.105 17.877 17.704 17.532
31520 201.7267613 -47.4793473 23.611 22.331 21.008 20.957 19.986 19.741 19.529 19.282
31521 201.7277845 -47.4840093 25.161 23.662 22.191 21.762 20.628 20.348 20.101 19.861
31522 201.7274760 -47.4825828 25.303 23.414 21.852 21.618 20.482 20.266 20.010 19.693
31523 201.7242641 -47.4677419 23.373 22.136 21.063 20.977 20.015 19.804 19.589 19.307
31524 201.7251132 -47.4713715 23.479 22.197 21.167 21.000 20.123 19.863 19.634 19.444
31525 201.7279916 -47.4845340 21.192 20.312 19.540 19.589 18.859 18.652 18.465 18.287
31526 201.7261611 -47.4760819 20.209 19.375 18.590 18.586 17.868 17.664 17.462 17.291
31527 201.7236464 -47.4644756 24.088 22.886 21.330 21.221 20.204 19.955 19.696 19.458
31528 201.7274892 -47.4820322 23.040 21.826 20.736 20.599 19.710 19.491 19.264 19.063
31529 201.7288443 -47.4882025 24.446 23.053 21.559 21.331 20.274 20.021 19.785 19.507
31530 201.7277993 -47.4833884 22.424 21.425 20.438 20.441 19.592 19.384 19.138 18.931
31531 201.7268606 -47.4790428 23.714 22.520 21.301 21.114 20.087 19.875 19.631 19.383
31532 201.7280545 -47.4845034 22.109 20.885 19.689 19.464 18.586 18.373 18.154 17.953
31533 201.7252454 -47.4714964 21.036 20.191 19.436 19.442 18.750 18.538 18.347 18.176
31534 201.7247570 -47.4692233 24.427 22.923 21.676 21.327 20.400 20.073 19.832 19.698
31535 201.7278523 -47.4833536 24.093 22.599 21.080 20.730 19.692 19.500 19.226 19.023
31536 201.7275556 -47.4819926 23.363 22.131 21.048 20.978 20.064 19.830 19.620 19.369
31537 201.7246885 -47.4688008 24.080 22.543 20.979 20.757 19.665 19.444 19.200 18.912
31538 201.7263668 -47.4760759 21.332 20.479 19.619 19.694 18.916 18.714 18.505 18.313
31539 201.7242958 -47.4665412 22.207 21.248 20.222 20.285 19.471 19.253 19.025 18.823
31540 201.7277483 -47.4823027 23.904 22.563 21.343 21.183 20.194 19.965 19.740 19.494
31541 201.7273103 -47.4802974 21.698 20.836 19.965 20.022 19.256 19.045 18.836 18.656
31542 201.7265118 -47.4762897 22.595 21.536 20.483 20.485 19.628 19.408 19.172 18.971
31543 201.7284148 -47.4848379 23.899 22.542 21.164 21.043 20.062 19.794 19.581 19.325
31544 201.7292752 -47.4886668 20.432 19.628 18.870 18.920 18.202 17.968 17.822 17.635
31545 201.7279054 -47.4823798 20.142 19.354 18.613 18.641 17.937 17.744 17.571 17.374
31546 201.7277401 -47.4813767 20.246 19.437 18.711 18.749 18.055 17.835 17.675 17.489
31547 201.7244231 -47.4660840 23.326 22.180 20.964 20.875 19.929 19.700 19.465 19.214
31548 201.7292820 -47.4883452 23.536 22.353 21.019 20.958 19.989 19.755 19.521 19.294
31549 201.7249526 -47.4683184 22.301 21.255 20.234 20.241 19.392 19.152 18.929 18.739
31550 201.7288549 -47.4858968 21.859 20.922 19.969 20.061 19.243 19.026 18.807 18.609
31551 201.7284898 -47.4842349 24.092 22.756 21.587 21.442 20.425 20.173 19.985 19.704
31552 201.7252052 -47.4690633 20.464 19.708 18.959 19.000 18.303 18.158 17.919 17.736
31553 201.7286749 -47.4847550 21.441 20.428 19.314 19.266 18.422 18.209 17.982 17.800
31554 201.7258313 -47.4717220 22.185 21.233 20.196 20.224 19.377 19.129 18.916 18.701
31555 201.7258544 -47.4717691 22.549 21.551 20.464 20.464 19.622 19.373 19.166 18.944
31556 201.7257954 -47.4714522 23.758 22.402 21.306 21.143 20.200 19.969 19.692 19.502
31557 201.7277396 -47.4803459 22.070 21.048 20.125 20.125 19.307 19.105 18.895 18.687
31558 201.7250931 -47.4679858 24.406 23.123 21.562 21.375 20.330 20.082 19.799 19.568
31559 201.7281812 -47.4820771 20.811 19.539 18.395 18.093 17.133 16.869 16.656 16.432
31560 201.7243541 -47.4644769 21.026 20.169 19.376 19.394 18.672 18.446 18.265 18.072
31561 201.7278653 -47.4805210 24.025 22.671 21.412 21.189 20.210 19.974 19.768 19.508
31562 201.7295016 -47.4878834 24.196 22.812 21.404 21.160 20.164 19.912 19.671 19.433
31563 201.7292979 -47.4867501 23.650 22.328 21.103 20.989 20.034 19.785 19.553 19.312
31564 201.7287532 -47.4841933 23.340 22.158 20.991 20.822 19.894 19.658 19.423 19.240
31565 201.7285612 -47.4829849 24.753 23.437 21.798 21.438 20.333 20.054 19.840 19.572
31566 201.7295766 -47.4876169 21.082 20.204 19.395 19.421 18.683 18.473 18.251 18.104
31567 201.7287639 -47.4839073 21.232 20.366 19.543 19.572 18.817 18.622 18.429 18.240
31568 201.7257047 -47.4697740 22.434 21.428 20.487 20.484 19.665 19.443 19.222 19.016
31569 201.7293046 -47.4861674 24.187 22.691 21.483 21.268 20.276 20.017 19.822 19.564
31570 201.7253238 -47.4678494 22.359 21.413 20.333 20.313 19.477 19.264 19.041 18.822
31571 201.7296527 -47.4876833 20.141 19.309 18.504 18.484 17.764 17.519 17.334 17.173
31572 201.7294304 -47.4864192 21.750 20.803 19.999 20.053 19.274 19.071 18.866 18.642
31573 201.7296537 -47.4873307 22.476 21.429 20.465 20.436 19.582 19.374 19.160 18.943
31574 201.7275659 -47.4776618 22.046 21.082 20.068 19.971 19.171 18.950 18.737 18.560
31575 201.7254508 -47.4679052 23.606 22.245 20.848 20.652 19.614 19.358 19.121 18.881
31576 201.7287252 -47.4829043 24.189 22.635 21.168 20.764 19.756 19.527 19.288 19.083
31577 201.7264150 -47.4722843 22.139 21.128 20.275 20.320 19.521 19.314 19.106 18.890
31578 201.7292835 -47.4854005 21.323 20.463 19.615 19.670 18.921 18.708 18.477 18.312
31579 201.7287051 -47.4826750 21.372 20.524 19.655 19.739 18.979 18.752 18.554 18.362
31580 201.7276977 -47.4780023 20.777 19.929 19.111 19.115 18.350 18.180 17.978 17.771
31581 201.7299301 -47.4882156 22.409 21.332 20.280 20.283 19.427 19.215 18.992 18.779
31582 201.7301828 -47.4891826 23.595 22.305 20.963 20.891 19.949 19.707 19.424 19.232
31583 201.7298243 -47.4873774 22.050 21.099 20.181 20.240 19.353 19.158 18.911 18.704
31584 201.7262445 -47.4707991 23.597 22.284 21.193 21.088 20.161 19.920 19.708 19.460
31585 201.7292424 -47.4845291 20.590 19.630 18.696 18.633 17.816 17.594 17.404 17.205
31586 201.7245112 -47.4627228 20.115 19.226 18.416 18.403 17.649 17.451 17.252 17.055
31587 201.7254494 -47.4670027 21.896 20.960 20.109 20.147 19.346 19.159 18.932 18.728
31588 201.7275217 -47.4763858 22.845 21.698 20.576 20.556 19.702 19.468 19.253 19.043
31589 201.7264988 -47.4715700 21.189 20.350 19.572 19.609 18.901 18.717 18.496 18.318
31590 201.7286884 -47.4814690 21.595 20.694 19.822 19.909 19.124 18.910 18.699 18.509
31591 201.7263650 -47.4706045 22.290 21.299 20.205 20.230 19.397 19.182 18.968 18.749
31592 201.7259337 -47.4686168 23.299 22.086 21.121 20.986 20.061 19.831 19.600 19.370
31593 201.7285441 -47.4805564 23.802 22.520 21.292 21.187 20.178 19.961 19.722 19.350
31594 201.7267915 -47.4724008 22.123 21.116 20.147 20.204 19.381 19.176 18.965 18.750
31595 201.7281845 -47.4785778 21.339 20.443 19.571 19.648 18.866 18.672 18.450 18.257
31596 201.7261056 -47.4689524 23.817 22.554 20.976 20.872 19.879 19.654 19.414 19.166
31597 201.7258477 -47.4676035 20.359 19.450 18.478 18.437 17.610 17.408 17.185 16.973
31598 201.7260232 -47.4683293 20.325 19.427 18.488 18.443 17.646 17.409 17.211 17.020
31599 201.7291950 -47.4829122 22.594 21.468 20.477 20.443 19.584 19.343 19.137 18.931
31600 201.7280154 -47.4774166 22.191 21.216 20.321 20.304 19.528 19.293 19.090 18.915
31601 201.7254199 -47.4653206 22.825 21.755 20.601 20.593 19.694 19.473 19.236 19.011
31602 201.7277857 -47.4760674 22.994 21.767 20.648 20.657 19.759 19.522 19.300 19.079
31603 201.7287775 -47.4804246 21.535 20.620 19.787 19.875 19.102 18.893 18.686 18.478
31604 201.7272413 -47.4729027 20.323 19.544 18.792 18.817 18.122 17.921 17.742 17.562
31605 201.7271454 -47.4724877 22.385 21.403 20.328 20.357 19.511 19.290 19.064 18.850
31606 201.7278460 -47.4755931 24.215 22.698 21.432 21.239 20.251 20.038 19.781 19.549
31607 201.7263269 -47.4686337 23.717 22.421 21.286 21.091 20.137 19.901 19.683 19.431
31608 201.7291590 -47.4814842 24.767 23.337 21.622 21.440 20.375 20.115 19.864 19.618
31609 201.7291394 -47.4813771 21.519 20.650 19.738 19.821 19.041 18.832 18.617 18.429
31610 201.7297520 -47.4840777 23.531 22.224 20.997 20.918 19.961 19.716 19.467 19.245
31611 201.7293385 -47.4821287 22.838 21.656 20.588 20.563 19.704 19.443 19.234 19.021
31612 201.7292142 -47.4813930 21.471 20.584 19.691 19.729 18.969 18.748 18.545 18.363
31613 201.7250845 -47.4623460 23.820 22.688 21.176 21.030 19.976 19.732 19.503 19.227
31614 201.7279680 -47.4755100 25.337 23.746 21.951 21.709 20.584 20.324 20.056 19.778
31615 201.7266048 -47.4690886 23.180 23.129 23.235 24.094 24.158 24.134 24.595 25.236
31616 201.7296445 -47.4827418 24.107 22.713 20.982 20.771 19.683 19.492 19.232 18.977
31617 201.7274489 -47.4726789 24.126 22.667 21.419 21.202 20.234 20.028 19.749 19.536
31618 201.7258474 -47.4652533 23.579 22.349 21.046 20.985 20.012 19.769 19.519 19.281
31619 201.7306148 -47.4871156 20.758 19.875 19.075 19.053 18.305 18.098 17.914 17.725
31620 201.7295482 -47.4822183 20.702 19.835 18.989 18.987 18.251 17.994 17.842 17.662
31621 201.7274698 -47.4726308 23.013 21.795 20.661 20.508 19.600 19.381 19.149 18.936
31622 201.7279945 -47.4748527 25.161 23.807 22.214 21.678 20.647 20.347 20.134 19.903
31623 201.7291696 -47.4801350 24.665 23.318 21.792 21.485 20.435 20.159 19.904 19.661
31624 201.7252401 -47.4620466 22.716 21.517 20.570 20.526 19.653 19.456 19.243 19.010
31625 201.7280854 -47.4750095 23.453 22.234 21.039 20.951 19.996 19.776 19.528 19.283
31626 201.7251927 -47.4615605 22.026 21.029 20.118 20.072 19.274 19.072 18.867 18.660
31627 201.7278917 -47.4736460 22.404 21.375 20.413 20.367 19.538 19.318 19.096 18.909
31628 201.7272279 -47.4705480 22.649 21.593 20.555 20.555 19.674 19.464 19.246 19.022
31629 201.7270509 -47.4696941 22.245 21.216 20.238 20.209 19.369 19.160 18.927 18.740
31630 201.7297414 -47.4820204 24.650 23.081 21.538 21.305 20.247 19.979 19.745 19.499
31631 201.7277581 -47.4729385 21.671 20.742 19.776 19.814 19.006 18.803 18.587 18.405
31632 201.7281315 -47.4741873 22.219 21.207 20.225 20.195 19.360 19.111 18.894 18.713
31633 201.7280231 -47.4737091 21.307 20.405 19.549 19.584 18.843 18.625 18.417 18.236
31634 201.7272055 -47.4699078 22.907 21.688 20.611 20.519 19.663 19.425 19.242 18.988
31635 201.7304182 -47.4845757 21.557 20.647 19.838 19.894 19.142 18.919 18.717 18.519
31636 201.7295057 -47.4803643 22.805 21.671 20.569 20.554 19.675 19.437 19.210 19.005
31637 201.7258174 -47.4633948 21.938 20.923 20.070 20.048 19.232 19.014 18.816 18.600
31638 201.7290607 -47.4782591 24.159 22.822 21.612 21.341 20.356 20.176 19.884 19.653
31639 201.7255139 -47.4619424 23.061 21.914 20.942 20.840 19.951 19.725 19.500 19.267
31640 201.7271564 -47.4689258 23.785 22.454 21.109 21.003 20.013 19.786 19.563 19.295
31641 201.7259005 -47.4631578 23.402 22.148 21.006 20.881 19.937 19.710 19.472 19.234
31642 201.7264786 -47.4657246 24.041 22.861 21.339 21.179 20.166 19.925 19.696 19.421
31643 201.7316537 -47.4891596 22.905 21.821 20.571 20.519 19.556 19.323 19.082 18.875
31644 201.7289385 -47.4766684 23.191 22.014 21.015 20.937 20.091 19.828 19.606 19.395
31645 201.7269445 -47.4674314 22.703 21.606 20.649 20.570 19.711 19.479 19.276 19.060
31646 201.7258605 -47.4623455 22.706 21.644 20.539 20.554 19.659 19.437 19.241 18.993
31647 201.7288013 -47.4758228 23.525 22.295 21.193 21.115 20.120 19.936 19.643 19.422
31648 201.7290942 -47.4770440 23.621 22.330 21.229 21.073 20.159 19.918 19.704 19.464
31649 201.7301959 -47.4816330 20.763 19.885 19.069 19.126 18.346 18.114 17.936 17.754
31650 201.7300744 -47.4809226 24.362 23.121 21.475 21.328 20.309 20.059 19.818 19.584
31651 201.7285604 -47.4739616 23.527 22.219 21.120 20.995 20.099 19.862 19.650 19.414
31652 201.7269555 -47.4663136 20.705 19.708 18.642 18.571 17.696 17.487 17.261 17.055
31653 201.7290409 -47.4755000 23.511 22.283 21.059 20.929 19.923 19.711 19.472 19.227
31654 201.7312437 -47.4854275 23.857 22.531 21.191 21.084 20.086 19.822 19.585 19.356
31655 201.7290727 -47.4754302 20.848 20.007 19.187 19.165 18.449 18.255 18.053 17.873
31656 201.7297267 -47.4782069 24.081 22.814 21.307 21.188 20.201 19.940 19.704 19.488
31657 201.7295354 -47.4773333 21.694 20.763 19.894 19.954 19.154 18.982 18.759 18.538
31658 201.7290473 -47.4750042 24.487 22.953 21.615 21.391 20.397 20.131 19.875 19.649
31659 201.7274514 -47.4674367 21.402 20.491 19.737 19.777 19.040 18.836 18.625 18.449
31660 201.7305467 -47.4816062 21.448 20.587 19.717 19.807 19.003 18.829 18.633 18.390
31661 201.7288213 -47.4736386 23.737 22.498 21.241 21.039 20.074 19.842 19.618 19.372
31662 201.7312805 -47.4849007 22.027 21.045 20.178 20.191 19.416 19.192 18.984 18.802
31663 201.7277355 -47.4685227 23.567 22.208 21.125 20.990 20.051 19.813 19.585 19.371
31664 201.7288756 -47.4736794 23.974 22.624 21.111 20.969 19.943 19.699 19.471 19.234
31665 201.7309962 -47.4832309 23.205 22.000 20.839 20.789 19.870 19.638 19.414 19.180
31666 201.7287083 -47.4727467 22.874 21.777 20.761 20.675 19.800 19.591 19.381 19.146
31667 201.7303467 -47.4801195 23.612 22.391 21.139 20.917 19.971 19.667 19.437 19.267
31668 201.7311960 -47.4838972 21.704 20.799 19.911 19.992 19.210 18.974 18.789 18.576
31669 201.7310722 -47.4832278 23.517 22.175 20.918 20.890 19.949 19.682 19.454 19.251
31670 201.7265880 -47.4624426 16.841 16.823 17.236 18.604 18.808 18.815 18.746 18.963
31671 201.7261868 -47.4605683 23.305 22.128 20.979 20.850 19.915 19.696 19.489 19.237
31672 201.7262353 -47.4606518 24.293 23.010 21.643 21.427 20.392 20.281 19.891 19.681
31673 201.7308771 -47.4817823 24.262 22.792 21.545 21.358 20.370 20.086 19.864 19.628
31674 201.7272195 -47.4648520 22.862 21.805 20.721 20.658 19.786 19.546 19.324 19.091
31675 201.7275738 -47.4661094 20.422 19.656 18.942 18.963 18.260 18.082 17.883 17.703
31676 201.7313737 -47.4834504 20.463 19.662 18.889 18.937 18.228 18.026 17.837 17.662
31677 201.7312440 -47.4828500 22.505 21.519 20.613 20.585 19.765 19.540 19.326 19.122
31678 201.7282130 -47.4689038 22.450 21.343 20.455 20.477 19.638 19.463 19.191 19.000
31679 201.7291389 -47.4730229 24.965 23.500 21.670 21.445 20.384 20.126 19.860 19.637
31680 201.7268525 -47.4623227 23.042 21.857 20.743 20.662 19.736 19.515 19.301 19.049
31681 201.7318318 -47.4848617 21.398 20.492 19.677 19.678 18.948 18.742 18.533 18.372
31682 201.7268465 -47.4618748 21.005 20.122 19.356 19.386 18.667 18.473 18.281 18.082
31683 201.7296180 -47.4745598 23.036 21.860 20.883 20.806 19.925 19.713 19.480 19.264
31684 201.7289917 -47.4711076 23.203 22.014 20.830 20.643 19.774 19.546 19.330 19.129
31685 201.7324848 -47.4870925 22.429 21.399 20.404 20.400 19.625 19.321 19.088 19.021
31686 201.7304790 -47.4776430 23.306 22.108 20.863 20.866 19.934 19.669 19.445 19.212
31687 201.7306217 -47.4782262 24.776 23.448 21.749 21.480 20.390 20.120 19.863 19.613
31688 201.7272282 -47.4625076 23.833 22.386 21.217 21.085 20.152 19.909 19.697 19.439
31689 201.7313084 -47.4811138 23.432 22.242 21.070 20.889 19.946 19.735 19.512 19.284
31690 201.7304128 -47.4770144 20.982 20.122 19.238 19.259 18.487 18.299 18.087 17.887
31691 201.7314941 -47.4813213 23.957 22.645 21.167 21.101 20.103 19.865 19.619 19.370
31692 201.7269752 -47.4602440 20.850 20.034 19.231 19.278 18.569 18.355 18.162 17.984
31693 201.7278740 -47.4638574 20.378 19.569 18.797 18.805 18.098 17.896 17.717 17.522
31694 201.7301704 -47.4743330 22.501 21.444 20.412 20.430 19.574 19.358 19.124 18.898
31695 201.7327828 -47.4862864 22.774 21.743 20.603 20.529 19.622 19.392 19.156 18.945
31696 201.7282465 -47.4653045 22.677 21.614 20.543 20.545 19.656 19.440 19.199 18.980
31697 201.7301608 -47.4738545 24.257 22.960 21.595 21.318 20.369 20.131 19.910 19.686
31698 201.7284275 -47.4656145 21.748 20.820 19.871 19.946 19.147 18.934 18.700 18.516
31699 201.7285727 -47.4662117 23.395 22.227 20.955 20.884 19.891 19.674 19.431 19.201
31700 201.7304005 -47.4745119 22.190 21.212 20.294 20.288 19.484 19.281 19.057 18.874
31701 201.7301426 -47.4731918 22.332 21.291 20.341 20.261 19.445 19.231 19.017 18.829
31702 201.7274769 -47.4608890 23.282 21.958 20.630 20.554 19.584 19.378 19.128 18.897
31703 201.7320447 -47.4816276 21.489 20.616 19.713 19.738 18.978 18.738 18.560 18.368
31704 201.7293307 -47.4688558 25.014 23.328 21.910 21.620 20.594 20.330 20.087 19.881
31705 201.7313667 -47.4780637 22.899 21.771 20.756 20.735 19.899 19.615 19.378 19.226
31706 201.7310950 -47.4764402 21.298 20.469 19.632 19.717 18.955 18.758 18.546 18.350
31707 201.7279058 -47.4617673 23.677 22.435 20.923 20.736 19.736 19.492 19.261 19.033
31708 201.7301600 -47.4719531 20.906 20.003 19.147 19.111 18.359 18.163 17.952 17.764
31709 201.7288518 -47.4653937 21.712 20.782 19.877 19.867 19.082 18.853 18.649 18.458
31710 201.7310367 -47.4751898 21.018 20.187 19.381 19.430 18.716 18.519 18.316 18.126
31711 201.7302906 -47.4715418 21.111 20.262 19.471 19.491 18.748 18.554 18.356 18.178
31712 201.7329799 -47.4837623 22.859 21.641 20.556 20.530 19.626 19.432 19.228 18.971
31713 201.7296109 -47.4682018 20.433 19.514 18.642 18.570 17.798 17.585 17.367 17.192
31714 201.7333452 -47.4852684 21.508 20.592 19.825 19.844 19.127 18.924 18.700 18.531
31715 201.7330949 -47.4838584 20.862 19.971 19.204 19.233 18.474 18.308 18.116 17.915
31716 201.7299407 -47.4693256 22.349 21.419 20.372 20.267 19.429 19.228 19.019 18.820
31717 201.7308987 -47.4736580 24.556 23.197 21.704 21.391 20.333 20.080 19.814 19.570
31718 201.7328039 -47.4822032 25.190 23.793 22.435 21.943 20.879 20.619 20.343 20.125
31719 201.7328408 -47.4821562 22.265 21.276 20.316 20.265 19.428 19.225 19.030 18.803
31720 201.7315334 -47.4756754 22.530 21.491 20.406 20.282 19.453 19.258 19.052 18.854
31721 201.7321770 -47.4785933 21.693 20.776 19.973 19.995 19.262 19.051 18.844 18.647
31722 201.7295076 -47.4663160 23.599 22.302 20.906 20.801 19.790 19.569 19.345 19.090
31723 201.7338766 -47.4855028 22.578 21.475 20.486 20.507 19.658 19.416 19.192 19.007
31724 201.7287639 -47.4618151 23.037 21.880 20.902 20.842 19.959 19.723 19.481 19.283
